category	path	line	source_line	bypass_risk
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	16	core--well-formedness--negative core well-formedness negative 2 34 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/core--well-formedness--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	17	core--well-formedness--positive core well-formedness positive 3 7 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/core--well-formedness--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	18	finite-store--dispatch--positive finite-store dispatch positive 3 38 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--dispatch--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	19	finite-store--frontend-decoding--negative finite-store frontend-decoding negative 1 11 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/finite-store--frontend-decoding--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	20	finite-store--initialization--positive finite-store initialization positive 3 18 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--initialization--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	21	finite-store--priority-selection--positive finite-store priority-selection positive 1 9 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--priority-selection--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	22	finite-store--queue-correspondence--positive finite-store queue-correspondence positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--queue-correspondence--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	23	finite-store--runtime-semantics--positive finite-store runtime-semantics positive 6 45 shared-formal-metadata,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime,coverage-manifest,trust-report yes tests/benchmarks/finite-store--runtime-semantics--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	24	finite-store--trace-execution--positive finite-store trace-execution positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--trace-execution--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	25	finite-store--well-formedness--positive finite-store well-formedness positive 2 28 direct-source-translation,source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/finite-store--well-formedness--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	26	global-multi-actor-payload--external-send--negative global-multi-actor-payload external-send negative 1 56 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--external-send--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	27	global-multi-actor-payload--external-send--positive global-multi-actor-payload external-send positive 2 35 source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/global-multi-actor-payload--external-send--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	28	global-multi-actor-payload--external-send-frame--negative global-multi-actor-payload external-send-frame negative 1 27 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--external-send-frame--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	29	global-multi-actor-payload--external-send-frame--positive global-multi-actor-payload external-send-frame positive 2 10 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/global-multi-actor-payload--external-send-frame--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	30	global-multi-actor-payload--external-send-statement--negative global-multi-actor-payload external-send-statement negative 1 24 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--external-send-statement--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	31	global-multi-actor-payload--finite-execution--positive global-multi-actor-payload finite-execution positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/global-multi-actor-payload--finite-execution--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	32	global-multi-actor-payload--initialization--negative global-multi-actor-payload initialization negative 1 52 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--initialization--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	33	global-multi-actor-payload--payload-binding--negative global-multi-actor-payload payload-binding negative 1 43 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--payload-binding--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	34	global-multi-actor-payload--priority-selection--negative global-multi-actor-payload priority-selection negative 1 10 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--priority-selection--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	35	multi-store--dispatch--negative multi-store dispatch negative 2 42 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store--dispatch--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	36	multi-store--dispatch--positive multi-store dispatch positive 15 110 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--dispatch--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	37	multi-store--finite-execution--positive multi-store finite-execution positive 4 29 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--finite-execution--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	38	multi-store--initialization--positive multi-store initialization positive 2 12 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--initialization--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	39	multi-store--priority-selection--negative multi-store priority-selection negative 2 37 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store--priority-selection--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	40	multi-store--priority-selection--positive multi-store priority-selection positive 5 35 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--priority-selection--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	41	multi-store--queue-correspondence--positive multi-store queue-correspondence positive 2 26 direct-source-translation,source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/multi-store--queue-correspondence--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	42	multi-store--runtime-semantics--positive multi-store runtime-semantics positive 1 2 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--runtime-semantics--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	43	multi-store--weak-semantics--positive multi-store weak-semantics positive 5 37 source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--weak-semantics--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	44	multi-store--well-formedness--positive multi-store well-formedness positive 2 25 direct-source-translation,source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/multi-store--well-formedness--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	45	multi-store-payload--dispatch--negative multi-store-payload dispatch negative 1 52 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store-payload--dispatch--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	46	multi-store-payload--dispatch--positive multi-store-payload dispatch positive 8 72 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--dispatch--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	47	multi-store-payload--finite-execution--positive multi-store-payload finite-execution positive 2 49 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--finite-execution--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	48	multi-store-payload--initialization--positive multi-store-payload initialization positive 5 90 direct-source-translation,source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--initialization--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	49	multi-store-payload--payload-binding--negative multi-store-payload payload-binding negative 3 66 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store-payload--payload-binding--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	50	multi-store-payload--payload-binding--positive multi-store-payload payload-binding positive 5 62 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--payload-binding--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	51	multi-store-payload--priority-selection--negative multi-store-payload priority-selection negative 1 17 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store-payload--priority-selection--negative/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	52	multi-store-payload--priority-selection--positive multi-store-payload priority-selection positive 3 23 source-capability,source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--priority-selection--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	53	payload--dispatch--positive payload dispatch positive 3 46 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/payload--dispatch--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	54	payload--finite-execution--positive payload finite-execution positive 1 9 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/payload--finite-execution--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	55	payload--initialization--positive payload initialization positive 1 12 direct-source-translation source,rmc,parser-json,decoded-dtr-ast,translated-lf-ast,lf-source,lfc yes tests/benchmarks/payload--initialization--positive/source/model.rebeca planned	candidate
parser_bridge	tests/benchmarks/registry/benchmarks.tsv	56	payload--payload-binding--negative payload payload-binding negative 1 16 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/payload--payload-binding--negative/source/model.rebeca planned	candidate
